ID,Name,From,To,Height,Weight,Birth Date,Age,Nationality,Position,Shoots,College,Experience,Draft Year,Draft Round,Draft Pick,Draft Team,URL
1122,Branden Dawson,2015-16,2015-16,198.0,102.0,1993-02-01,33.0,Indiana,Power Forward,Right,Michigan State,1,2015.0,2.0,26.0,New Orleans Pelicans,d/dawsobr01.html
1123,Eric Dawson,2011-12,2011-12,206.0,113.0,1984-07-07,42.0,Texas,Center,Right,Midwestern State University,1,,,,,d/dawsoer01.html
1125,Tony Dawson,1990-91,1994-95,201.0,97.0,1967-08-25,58.0,North Carolina,Small Forward,Right,Florida State,2,,,,,d/dawsoto01.html
1126,Todd Day,1992-93,2000-01,198.0,85.0,1970-01-07,56.0,Illinois,Shooting Guard,Right,Arkansas,8,1992.0,1.0,8.0,Milwaukee Bucks,d/dayto01.html
1127,Austin Daye,2009-10,2014-15,211.0,99.0,1988-06-05,38.0,California,Small Forward,Right,Gonzaga,6,2009.0,1.0,15.0,Detroit Pistons,d/dayeau01.html
1128,Darren Daye,1983-84,1987-88,203.0,99.0,1960-11-30,65.0,Iowa,Small Forward,Right,UCLA,5,1983.0,3.0,10.0,Washington Bullets,d/dayeda01.html
1129,Darius Days,2022-23,2022-23,201.0,111.0,1999-10-20,26.0,Florida,Power Forward and Small Forward,Right,LSU,1,,,,,d/daysda01.html
1130,Nando De Colo,2012-13,2013-14,196.0,90.0,1987-06-23,39.0,France,Shooting Guard,Right,,2,2009.0,2.0,23.0,San Antonio Spurs,d/decolna01.html
1132,Dave DeBusschere,1962-63,1973-74,198.0,99.0,1940-10-16,85.0,Michigan,Power Forward and Small Forward,Right,Detroit Mercy,12,1962.0,1.0,4.0,Detroit Pistons,d/debusda01.html
1133,Andrew DeClercq,1995-96,2004-05,208.0,104.0,1973-02-01,53.0,Michigan,Center,Right,Florida,10,1995.0,2.0,5.0,Golden State Warriors,d/declean01.html
1134,Javin DeLaurier,2021-22,2021-22,208.0,107.0,1998-04-07,28.0,Virginia,Center,Right,Duke,1,,,,,d/delauja01.html
1135,Nate DeLong,1951-52,1951-52,198.0,99.0,1926-01-05,100.0,Wisconsin,Center,Right,Wisconsin-River Falls,1,1950.0,9.0,4.0,Tri-Cities Blackhawks,d/delonna01.html
1137,DeMar DeRozan,2009-10,2025-26,198.0,99.0,1989-08-07,36.0,California,"Shooting Guard, Small Forward, and Power Forward",Right,USC,17,2009.0,1.0,9.0,Toronto Raptors,d/derozde01.html
1138,Hank DeZonie,1950-51,1950-51,198.0,97.0,1922-02-12,104.0,New York,Center/Forward,Right,Clark Atlanta University,1,,,,,d/dezonha01.html
1139,Greg Deane,1979-80,1979-80,193.0,86.0,1957-12-06,68.0,California,Shooting Guard,Right,Utah,1,1979.0,4.0,1.0,Utah Jazz,d/deanegr01.html
1140,Gabriel Deck,2020-21,2021-22,198.0,104.0,1995-02-08,31.0,Argentina,Power Forward,Right,,2,,,,,d/deckga01.html
1141,Dewayne Dedmon,2013-14,2022-23,208.0,111.0,1989-08-12,36.0,California,Center,Right,USC,10,,,,,d/dedmode01.html
1143,Archie Dees,1958-59,1961-62,203.0,92.0,1936-02-22,90.0,Mississippi,Power Forward and Center,Right,Indiana,4,1958.0,1.0,2.0,Cincinnati Royals,d/deesar01.html
1144,Terry Dehere,1993-94,1998-99,188.0,86.0,1971-09-12,54.0,New York,Point Guard and Shooting Guard,Right,Seton Hall,6,1993.0,1.0,13.0,Los Angeles Clippers,d/deherte01.html
1146,Bryce Dejean-Jones,2015-16,2015-16,198.0,94.0,1992-08-21,33.0,California,Shooting Guard,Right,USC,1,,,,,d/dejeabr01.html
1147,Sam Dekker,2015-16,2021-22,206.0,104.0,1994-05-06,32.0,Wisconsin,Power Forward,Right,Wisconsin,5,2015.0,1.0,18.0,Houston Rockets,d/dekkesa01.html
1148,Vinny Del Negro,1988-89,2001-02,193.0,83.0,1966-08-09,59.0,Massachusetts,Shooting Guard and Point Guard,Right,NC State,12,1988.0,2.0,4.0,Sacramento Kings,d/delnevi01.html
1149,Malcolm Delaney,2016-17,2017-18,190.0,86.0,1989-03-11,37.0,Maryland,Point Guard,Right,Virginia Tech,2,,,,,d/delanma01.html
1150,Bison Dele,1991-92,1998-99,211.0,117.0,1969-04-06,57.0,California,Center and Power Forward,Left,Maryland,8,1991.0,1.0,10.0,Orlando Magic,d/delebi01.html
1151,Carlos Delfino,2004-05,2012-13,198.0,104.0,1982-08-29,43.0,Argentina,Small Forward and Shooting Guard,Right,,8,2003.0,1.0,25.0,Detroit Pistons,d/delfica01.html
1152,Ángel Delgado,2018-19,2018-19,208.0,111.0,1994-11-20,31.0,Dominican Republic,Center,Right,Seton Hall,1,,,,,d/delgaan01.html
1153,Tony Delk,1996-97,2005-06,185.0,85.0,1974-01-28,52.0,Tennessee,Point Guard and Shooting Guard,Right,Kentucky,10,1996.0,1.0,16.0,Charlotte Hornets,d/delkto01.html
1154,Matthew Dellavedova,2013-14,2022-23,190.0,90.0,1990-09-08,35.0,Australia,Point Guard and Shooting Guard,Right,Saint Mary's,9,,,,,d/dellama01.html
1155,Fennis Dembo,1988-89,1988-89,196.0,97.0,1966-01-24,60.0,Alabama,Small Forward,Right,Wyoming,1,1988.0,2.0,5.0,Detroit Pistons,d/dembofe01.html
1156,Larry Demic,1979-80,1981-82,206.0,102.0,1957-06-27,69.0,Indiana,Power Forward,Right,Arizona,3,1979.0,1.0,9.0,New York Knicks,d/demicla01.html
1157,Dell Demps,1993-94,1996-97,190.0,92.0,1970-02-12,56.0,California,Shooting Guard and Point Guard,Right,University of the Pacific,3,,,,,d/dempsde01.html
1158,George Dempsey,1954-55,1958-59,188.0,86.0,1929-07-19,96.0,Pennsylvania,Point Guard and Shooting Guard,Right,King's College,5,1951.0,7.0,9.0,Philadelphia Warriors,d/dempsge01.html
1159,Luol Deng,2004-05,2018-19,206.0,107.0,1985-04-16,41.0,South Sudan,Small Forward and Power Forward,Right,Duke,15,2004.0,1.0,7.0,Phoenix Suns,d/denglu01.html
1160,Kenny Dennard,1981-82,1983-84,203.0,99.0,1958-10-18,67.0,North Carolina,Power Forward,Right,Duke,3,1981.0,4.0,9.0,Kansas City Kings,d/dennake01.html
1161,Blaine Denning,1952-53,1952-53,188.0,79.0,1930-09-19,95.0,Kentucky,Guard,Left,Lawrence Technological University,1,1952.0,4.0,,Baltimore Bullets,d/dennibl01.html
1162,Dexter Dennis,2023-24,2023-24,196.0,95.0,1999-02-09,27.0,Louisiana,Shooting Guard,Right,Wichita State,1,,,,,d/dennide01.html
1163,RayJ Dennis,2024-25,2025-26,185.0,81.0,2001-03-30,25.0,Illinois,Point Guard,Right,Boise State,2,,,,,d/dennira01.html
1164,Justin Dentmon,2011-12,2012-13,180.0,83.0,1985-09-05,40.0,Illinois,Point Guard,Right,Washington,2,,,,,d/dentmju01.html
1165,Randy Denton,1976-77,1976-77,208.0,108.0,1949-02-18,77.0,North Carolina,Center,Right,Duke,1,1971.0,4.0,10.0,Boston Celtics,d/dentora01.html
1166,Rod Derline,1974-75,1975-76,183.0,79.0,1952-03-11,74.0,Washington,Shooting Guard,Right,Seattle University,2,1974.0,10.0,8.0,Seattle SuperSonics,d/derliro01.html
1167,Marcus Derrickson,2018-19,2018-19,201.0,112.0,1996-02-01,30.0,District of Columbia,Power Forward,Right,Georgetown,1,,,,,d/derrima01.html
1168,Dave Deutsch,1966-67,1966-67,185.0,77.0,1945-05-13,81.0,New York,Guard,Right,University of Rochester,1,1966.0,12.0,1.0,New York Knicks,d/deutsda01.html
1169,Corky Devlin,1955-56,1957-58,196.0,88.0,1931-12-21,94.0,New Jersey,Shooting Guard,Right,George Washington,3,1955.0,2.0,3.0,Philadelphia Warriors,d/devlico01.html
1170,Ernie DiGregorio,1973-74,1977-78,183.0,81.0,1951-01-15,75.0,Rhode Island,Point Guard,Right,Providence,5,1973.0,1.0,3.0,Buffalo Braves,d/digreer01.html
1171,Donte DiVincenzo,2018-19,2025-26,193.0,92.0,1997-01-31,29.0,Delaware,Shooting Guard,Right,Villanova,8,2018.0,1.0,17.0,Milwaukee Bucks,d/divindo01.html
1172,Moussa Diabaté,2022-23,2025-26,208.0,95.0,2002-01-21,24.0,France,Center,Right,Michigan,4,2022.0,2.0,13.0,Los Angeles Clippers,d/diabamo01.html
1173,Mamadi Diakite,2020-21,2023-24,206.0,103.0,1997-01-21,29.0,Guinea,Power Forward and Center,Right,Virginia,4,,,,,d/diakima01.html
1174,Derrick Dial,1999-00,2003-04,193.0,83.0,1975-12-20,50.0,Michigan,Shooting Guard,Right,Eastern Michigan,4,1998.0,2.0,23.0,San Antonio Spurs,d/dialde01.html
1175,Cheick Diallo,2016-17,2021-22,203.0,99.0,1996-09-13,29.0,Mali,Center and Power Forward,Right,Kansas,5,2016.0,2.0,3.0,Los Angeles Clippers,d/diallch01.html
1176,Hamidou Diallo,2018-19,2023-24,196.0,91.0,1998-07-31,27.0,New York,Small Forward and Shooting Guard,Right,Kentucky,6,2018.0,2.0,15.0,Brooklyn Nets,d/diallha01.html
1177,Boris Diaw,2003-04,2016-17,203.0,113.0,1982-04-16,44.0,France,Power Forward and Shooting Guard,Right,,14,2003.0,1.0,21.0,Atlanta Hawks,d/diawbo01.html
1178,Mohamed Diawara,2025-26,2025-26,206.0,102.0,2005-04-29,21.0,France,Small Forward,Right,,1,2025.0,2.0,21.0,Los Angeles Clippers,d/diawamo01.html
1179,Yakhouba Diawara,2006-07,2009-10,201.0,102.0,1982-08-29,43.0,France,Shooting Guard and Small Forward,Right,Pepperdine,4,,,,,d/diawaya01.html
1180,Guillermo Díaz,2007-08,2007-08,188.0,87.0,1985-03-04,41.0,Puerto Rico,Shooting Guard,Right,Miami (FL),1,2006.0,2.0,22.0,Los Angeles Clippers,d/diazgu01.html
1181,Gradey Dick,2023-24,2025-26,201.0,90.0,2003-11-20,22.0,Kansas,Shooting Guard,Right,Kansas,3,2023.0,1.0,13.0,Toronto Raptors,d/dickgr01.html
1182,Dan Dickau,2002-03,2007-08,183.0,86.0,1978-09-16,47.0,Oregon,Point Guard,Right,Washington,6,2002.0,1.0,28.0,Sacramento Kings,d/dickada01.html
1183,Kaniel Dickens,2003-04,2007-08,203.0,97.0,1978-07-21,47.0,Colorado,Power Forward and Small Forward,Right,Tyler Junior College,3,2000.0,2.0,21.0,Utah Jazz,d/dickeka01.html
1184,Henry Dickerson,1975-76,1976-77,193.0,86.0,1951-11-27,74.0,West Virginia,Point Guard and Shooting Guard,Right,University of Charleston,2,,,,,d/dickehe01.html
1185,Michael Dickerson,1998-99,2002-03,196.0,86.0,1975-06-25,51.0,South Carolina,Shooting Guard,Right,Arizona,5,1998.0,1.0,14.0,Houston Rockets,d/dickemi01.html
1187,Derrek Dickey,1973-74,1977-78,201.0,98.0,1951-03-20,75.0,Ohio,Power Forward,Right,Cincinnati,5,1973.0,2.0,11.0,Golden State Warriors,d/dickede01.html
1188,Dick Dickey,1951-52,1951-52,185.0,79.0,1926-10-26,99.0,Indiana,Point Guard,Right,NC State,1,1950.0,3.0,2.0,Baltimore Bullets,d/dickedi01.html
1189,Hunter Dickinson,2025-26,2025-26,216.0,115.0,2000-11-25,25.0,Virginia,Center,Left,Michigan,1,,,,,d/dickihu01.html
1191,Travis Diener,2005-06,2009-10,185.0,79.0,1982-03-01,44.0,Wisconsin,Point Guard,Right,Marquette,5,2005.0,2.0,8.0,Orlando Magic,d/dienetr01.html
1192,Gorgui Dieng,2013-14,2022-23,208.0,114.0,1990-01-18,36.0,Senegal,Center and Power Forward,Right,Louisville,10,2013.0,1.0,21.0,Utah Jazz,d/dienggo01.html
1193,Ousmane Dieng,2022-23,2025-26,206.0,83.0,2003-05-21,23.0,France,Center and Power Forward,Right,,4,2022.0,1.0,11.0,New York Knicks,d/diengou01.html
1194,Connie Dierking,1958-59,1970-71,206.0,100.0,1936-10-02,89.0,New York,Center,Right,Cincinnati,10,1958.0,1.0,6.0,Syracuse Nationals,d/dierkco01.html
1195,Coby Dietrick,1976-77,1982-83,208.0,99.0,1948-07-23,77.0,California,Center and Power Forward,Right,San Jose State,7,1970.0,10.0,2.0,San Francisco Warriors,d/dietrco01.html
1198,Mickey Dillard,1981-82,1981-82,190.0,77.0,1958-10-15,67.0,Florida,Point Guard,Right,Florida State,1,1981.0,3.0,9.0,Cleveland Cavaliers,d/dillami01.html
1200,Rob Dillingham,2024-25,2025-26,188.0,79.0,2005-01-04,21.0,North Carolina,Point Guard,Right,Kentucky,2,2024.0,1.0,8.0,San Antonio Spurs,d/dilliro01.html
1201,Hook Dillon,1949-50,1949-50,190.0,81.0,1924-01-08,102.0,Georgia,Forward,Right,UNC,1,1948.0,2.0,,Chicago Stags,d/dilloho01.html
1202,Byron Dinkins,1989-90,1990-91,185.0,77.0,1967-06-15,59.0,North Carolina,Point Guard,Right,UNC Charlotte,2,,,,,d/dinkiby01.html
1203,Jackie Dinkins,1971-72,1971-72,196.0,95.0,1950-01-22,76.0,South Carolina,Small Forward,Right,Voorhees College,1,1971.0,9.0,14.0,Chicago Bulls,d/dinkija01.html
1205,Bill Dinwiddie,1967-68,1971-72,201.0,99.0,1943-07-15,83.0,Indiana,Power Forward and Small Forward,Right,New Mexico Highlands University,4,,,,,d/dinwibi01.html
1206,Spencer Dinwiddie,2014-15,2024-25,196.0,97.0,1993-04-06,33.0,California,Point Guard and Shooting Guard,Right,Colorado,11,2014.0,2.0,8.0,Detroit Pistons,d/dinwisp01.html
1207,Ike Diogu,2005-06,2011-12,203.0,113.0,1983-09-11,42.0,New York,Power Forward,Right,Arizona State,6,2005.0,1.0,9.0,Golden State Warriors,d/dioguik01.html
1208,Egor Dёmin,2025-26,2025-26,203.0,90.0,2006-03-03,20.0,Russia,Point Guard,Right,BYU,1,2025.0,1.0,8.0,Brooklyn Nets,d/demineg01.html
1209,DeSagana Diop,2001-02,2012-13,213.0,136.0,1982-01-30,44.0,Senegal,Center and Power Forward,Right,,12,2001.0,1.0,8.0,Cleveland Cavaliers,d/diopde01.html
1210,Terry Dischinger,1962-63,1972-73,201.0,85.0,1940-11-21,85.0,Indiana,Small Forward and Shooting Guard,Right,Purdue,9,1962.0,2.0,1.0,Chicago Zephyrs,d/dischte01.html
1211,Fred Diute,1954-55,1954-55,190.0,95.0,1929-01-09,97.0,New York,Shooting Guard,Right,St. Bonaventure,1,1951.0,3.0,8.0,Rochester Royals,d/diutefr01.html
1212,Vlade Divac,1989-90,2004-05,216.0,110.0,1968-02-03,58.0,Serbia,Center,Right,,16,1989.0,1.0,26.0,Los Angeles Lakers,d/divacvl01.html
1213,Juan Dixon,2002-03,2008-09,190.0,74.0,1978-10-09,47.0,Maryland,Shooting Guard and Point Guard,Right,Maryland,7,2002.0,1.0,17.0,Washington Wizards,d/dixonju01.html
1214,Earl Dodd,1949-50,1949-50,196.0,79.0,1924-11-01,101.0,Illinois,Forward,Right,Truman State University,1,1949.0,7.0,,St. Louis Bombers,d/doddea01.html
1215,Michael Doleac,1998-99,2007-08,211.0,118.0,1977-06-15,49.0,Texas,Center,Right,Utah,10,1998.0,1.0,12.0,Orlando Magic,d/doleami01.html
1216,Joe Dolhon,1949-50,1950-51,183.0,79.0,1927-07-09,99.0,New York,Guard,Right,NYU,2,1949.0,,,Baltimore Bullets,d/dolhojo01.html
1217,Bob Doll,1949-50,1949-50,196.0,88.0,1919-08-10,106.0,Colorado,Forward/Center,Right,Colorado,1,,,,,d/dollbo01.html
1218,James Donaldson,1980-81,1994-95,218.0,124.0,1957-08-16,68.0,United Kingdom,Center,Left,Washington State,14,1979.0,4.0,7.0,Seattle SuperSonics,d/donalja01.html
1219,Luka Dončić,2018-19,2025-26,203.0,104.0,1999-02-28,27.0,Slovenia,Point Guard and Shooting Guard,Right,,8,2018.0,1.0,3.0,Atlanta Hawks,d/doncilu01.html
1220,Bob Donham,1950-51,1953-54,188.0,86.0,1926-10-11,99.0,Indiana,Shooting Guard,Right,Ohio State,4,1950.0,3.0,1.0,Boston Celtics,d/donhabo01.html
1221,Billy Donovan,1987-88,1987-88,180.0,77.0,1965-05-30,61.0,New York,Point Guard,Right,Providence,1,1987.0,3.0,22.0,Utah Jazz,d/donovbi01.html
1222,Harry Donovan,1949-50,1949-50,188.0,81.0,1926-09-10,99.0,New Jersey,Guard,Right,Muhlenberg College,1,1949.0,3.0,,New York Knicks,d/donovha01.html
1223,Keyon Dooling,2000-01,2012-13,190.0,88.0,1980-05-08,46.0,Florida,Point Guard and Shooting Guard,Right,Missouri,13,2000.0,1.0,10.0,Orlando Magic,d/doolike01.html
1224,Aleksandar Djordjevic,1996-97,1996-97,188.0,89.0,1967-08-26,58.0,Serbia,Shooting Guard,Right,,1,,,,,d/djordal01.html
1225,Jacky Dorsey,1977-78,1980-81,201.0,104.0,1954-12-18,71.0,Georgia,Small Forward,Right,Georgia,3,1976.0,2.0,9.0,New Orleans Jazz,d/dorseja01.html
1226,Joey Dorsey,2008-09,2014-15,203.0,121.0,1983-12-16,42.0,Maryland,Power Forward and Center,Right,Memphis,4,2008.0,2.0,3.0,Portland Trail Blazers,d/dorsejo01.html
1228,Tyler Dorsey,2017-18,2022-23,193.0,81.0,1996-02-18,30.0,California,Shooting Guard and Small Forward,Right,Oregon,3,2017.0,2.0,11.0,Atlanta Hawks,d/dorsety01.html
1229,Luguentz Dort,2019-20,2025-26,193.0,99.0,1999-04-19,27.0,Quebec,Small Forward and Shooting Guard,Right,Arizona State,7,,,,,d/dortlu01.html
1230,Ayo Dosunmu,2021-22,2025-26,193.0,90.0,2000-01-17,26.0,Illinois,Shooting Guard,Right,Illinois,5,2021.0,2.0,8.0,Chicago Bulls,d/dosunay01.html
1231,Damyean Dotson,2017-18,2021-22,196.0,95.0,1994-05-06,32.0,Texas,Shooting Guard,Right,Oregon,5,2017.0,2.0,14.0,New York Knicks,d/dotsoda01.html
1232,Devon Dotson,2020-21,2022-23,185.0,83.0,1999-08-02,26.0,Illinois,Point Guard,Right,Kansas,3,,,,,d/dotsode01.html
1233,Quincy Douby,2006-07,2008-09,190.0,79.0,1984-05-16,42.0,New York,Point Guard,Right,Rutgers University,3,2006.0,1.0,19.0,Sacramento Kings,d/doubyqu01.html
1234,Bruce Douglas,1986-87,1986-87,190.0,88.0,1964-04-09,62.0,Illinois,Shooting Guard,Right,Illinois,1,1986.0,3.0,10.0,Sacramento Kings,d/douglbr01.html
1235,John Douglas,1981-82,1982-83,188.0,77.0,1956-06-12,70.0,Alabama,Shooting Guard,Right,Kansas,2,1978.0,6.0,8.0,New Orleans Jazz,d/dougljo01.html
1236,Leon Douglas,1976-77,1982-83,208.0,104.0,1954-08-26,71.0,Alabama,Center,Right,Alabama,7,1976.0,1.0,4.0,Detroit Pistons,d/douglle01.html
1237,Sherman Douglas,1989-90,2000-01,183.0,81.0,1966-09-15,59.0,District of Columbia,Point Guard,Right,Syracuse,12,1989.0,2.0,1.0,Miami Heat,d/douglsh01.html
1238,Toney Douglas,2009-10,2016-17,188.0,88.0,1986-03-16,40.0,Georgia,Point Guard and Shooting Guard,Right,Auburn,8,2009.0,1.0,29.0,Los Angeles Lakers,d/douglto01.html
1239,Chris Douglas-Roberts,2008-09,2014-15,201.0,90.0,1987-01-08,39.0,Michigan,Small Forward and Shooting Guard,Right,Memphis,6,2008.0,2.0,10.0,New Jersey Nets,d/douglch01.html
1240,Sekou Doumbouya,2019-20,2021-22,203.0,104.0,2000-12-23,25.0,Guinea,Power Forward,Right,,3,2019.0,1.0,15.0,Detroit Pistons,d/doumbse01.html
1241,Sonny Dove,1967-68,1968-69,201.0,89.0,1945-08-16,80.0,New York,Power Forward,Right,St. John's,2,1967.0,1.0,4.0,Detroit Pistons,d/doveso01.html
1243,Zabian Dowdell,2010-11,2010-11,190.0,86.0,1984-09-10,41.0,Florida,Point Guard,Right,Virginia Tech,1,,,,,d/dowdeza01.html
1245,Steve Downing,1973-74,1974-75,203.0,102.0,1950-09-09,75.0,Indiana,Center,Right,Indiana,2,1973.0,1.0,17.0,Boston Celtics,d/downist01.html
1246,Jeff Dowtin Jr.,2021-22,2024-25,190.0,80.0,1997-05-10,29.0,Maryland,Point Guard,Right,Rhode Island,4,,,,,d/dowtije01.html
1247,Danny Doyle,1962-63,1962-63,203.0,90.0,1940-02-06,86.0,New York,Power Forward,Right,Belmont Abbey College,1,1961.0,5.0,3.0,Detroit Pistons,d/doyleda01.html
1248,Milton Doyle,2017-18,2017-18,193.0,81.0,1993-10-31,32.0,Illinois,Shooting Guard,Right,Loyola Chicago,1,,,,,d/doylemi01.html
1249,PJ Dozier,2017-18,2024-25,198.0,96.0,1996-10-25,29.0,South Carolina,"Shooting Guard, Small Forward, and Point Guard",Right,South Carolina,7,,,,,d/doziepj01.html
1250,Terry Dozier,1989-90,1989-90,206.0,95.0,1966-06-29,60.0,Maryland,Small Forward,Right,South Carolina,1,,,,,d/doziete01.html
1251,Goran Dragić,2008-09,2022-23,193.0,86.0,1986-05-06,40.0,Slovenia,Point Guard and Shooting Guard,Left,,15,2008.0,2.0,15.0,San Antonio Spurs,d/dragigo01.html
1252,Zoran Dragić,2014-15,2014-15,196.0,90.0,1989-06-22,37.0,Slovenia,Shooting Guard,Left,,1,,,,,d/dragizo01.html
1253,Greg Dreiling,1986-87,1996-97,216.0,113.0,1962-11-07,63.0,Kansas,Center,Right,Wichita State,10,1986.0,2.0,2.0,Indiana Pacers,d/dreilgr01.html
1254,Henri Drell,2023-24,2023-24,203.0,83.0,2000-04-25,26.0,Estonia,Small Forward,Right,,1,,,,,d/drellhe01.html
1255,Bryce Drew,1998-99,2003-04,188.0,83.0,1974-09-21,51.0,Louisiana,Point Guard,Right,Valparaiso,6,1998.0,1.0,16.0,Houston Rockets,d/drewbr01.html
1256,John Drew,1974-75,1984-85,198.0,92.0,1954-09-30,71.0,Alabama,Small Forward and Power Forward,Right,Gardner-Webb University,11,1974.0,2.0,7.0,Atlanta Hawks,d/drewjo01.html
1257,Larry Drew,1980-81,1990-91,185.0,77.0,1958-04-02,68.0,Kansas,Point Guard,Right,Missouri,10,1980.0,1.0,17.0,Detroit Pistons,d/drewla01.html
1258,Larry Drew II,2014-15,2017-18,188.0,81.0,1990-03-05,36.0,California,Point Guard,Right,UNC,2,,,,,d/drewla02.html
1259,Clyde Drexler,1983-84,1997-98,201.0,95.0,1962-06-22,64.0,Louisiana,Shooting Guard,Right,Houston,15,1983.0,1.0,14.0,Portland Trail Blazers,d/drexlcl01.html
1260,Nate Driggers,1996-97,1996-97,196.0,97.0,1973-10-12,52.0,Illinois,Shooting Guard,Right,University of Montevallo,1,,,,,d/driggna01.html
1261,Terry Driscoll,1970-71,1974-75,201.0,97.0,1947-08-28,78.0,Massachusetts,Power Forward and Center,Right,Boston College,5,1969.0,1.0,4.0,Detroit Pistons,d/driscte01.html
1262,Predrag Drobnjak,2001-02,2004-05,211.0,122.0,1975-10-27,50.0,Montenegro,Center,Right,,4,1997.0,2.0,20.0,Washington Wizards,d/drobnpr01.html
1263,Ralph Drollinger,1980-81,1980-81,218.0,113.0,1954-04-20,72.0,California,Center,Left,UCLA,1,1976.0,7.0,17.0,Boston Celtics,d/drollra01.html
1264,Andre Drummond,2012-13,2025-26,211.0,126.0,1993-08-10,32.0,New York,Center,Right,UConn,14,2012.0,1.0,9.0,Detroit Pistons,d/drumman01.html
1265,Dennis DuVal,1974-75,1975-76,190.0,79.0,1952-03-31,74.0,New York,Point Guard,Right,Syracuse,2,1974.0,2.0,12.0,Washington Bullets,d/duvalde01.html
1266,Chris Duarte,2021-22,2024-25,196.0,86.0,1997-06-13,29.0,Dominican Republic,Small Forward and Shooting Guard,Right,Oregon,4,2021.0,1.0,13.0,Indiana Pacers,d/duartch01.html
1267,Alex Ducas,2024-25,2024-25,201.0,99.0,2000-12-11,25.0,Australia,Shooting Guard,Right,Saint Mary's,1,,,,,d/ducasal01.html
1268,Dick Duckett,1957-58,1957-58,185.0,83.0,1933-03-25,93.0,New York,Point Guard,Right,St. John's,1,1957.0,2.0,1.0,Cincinnati Royals,d/duckedi01.html
1269,Kevin Duckworth,1986-87,1996-97,213.0,124.0,1964-04-01,62.0,Illinois,Center,Right,Eastern Illinois University,11,1986.0,2.0,9.0,San Antonio Spurs,d/duckwke01.html
1270,Charles Dudley,1972-73,1978-79,188.0,81.0,1950-03-05,76.0,Pennsylvania,Point Guard,Right,Washington,6,1972.0,5.0,13.0,Golden State Warriors,d/dudlech01.html
1271,Chris Dudley,1987-88,2002-03,211.0,106.0,1965-02-22,61.0,Connecticut,Center and Power Forward,Right,Yale,16,1987.0,4.0,6.0,Cleveland Cavaliers,d/dudlech02.html
1272,Jared Dudley,2007-08,2020-21,198.0,107.0,1985-07-10,41.0,California,"Power Forward, Small Forward, and Shooting Guard",Right,Boston College,14,2007.0,1.0,22.0,Charlotte Bobcats,d/dudleja01.html
1273,Terry Duerod,1979-80,1982-83,188.0,81.0,1956-07-29,69.0,Michigan,Shooting Guard and Small Forward,Right,Detroit Mercy,4,1979.0,3.0,4.0,Detroit Pistons,d/duerote01.html
1275,Bob Duffy,1962-63,1964-65,190.0,83.0,1940-09-26,85.0,New York,Point Guard,Right,Colgate,3,1962.0,2.0,3.0,St. Louis Hawks,d/duffybo02.html
1276,Chris Duhon,2004-05,2012-13,185.0,83.0,1982-08-31,43.0,Louisiana,Point Guard,Right,Duke,9,2004.0,2.0,9.0,Chicago Bulls,d/duhonch01.html
1277,Duje Dukan,2015-16,2015-16,206.0,99.0,1991-12-04,34.0,Croatia,Small Forward,Right,Wisconsin,1,,,,,d/dukandu01.html
1278,David Duke Jr.,2021-22,2024-25,193.0,92.0,1999-10-13,26.0,Rhode Island,Shooting Guard and Point Guard,Right,Providence,4,,,,,d/dukeda01.html
1279,Walter Dukes,1955-56,1962-63,213.0,99.0,1930-06-23,96.0,Ohio,Center,Right,Seton Hall,8,1953.0,1.0,8.0,New York Knicks,d/dukeswa01.html
1280,Joe Dumars,1985-86,1998-99,190.0,86.0,1963-05-24,63.0,Louisiana,Shooting Guard and Point Guard,Right,McNeese State University,14,1985.0,1.0,18.0,Detroit Pistons,d/dumarjo01.html
1282,Richard Dumas,1992-93,1995-96,201.0,90.0,1969-05-19,57.0,Oklahoma,Small Forward and Power Forward,Right,Oklahoma State,3,1991.0,2.0,19.0,Phoenix Suns,d/dumasri02.html
1283,Tony Dumas,1994-95,1997-98,198.0,86.0,1972-08-25,53.0,Illinois,Shooting Guard,Right,Missouri-Kansas City,4,1994.0,1.0,19.0,Dallas Mavericks,d/dumasto01.html
1284,Andy Duncan,1949-50,1950-51,198.0,88.0,1922-04-17,104.0,Georgia,Forward/Center,Right,William & Mary,2,1947.0,6.0,,New York Knicks,d/duncaan01.html
